text,category,is_scam,urgency_score,threat_level
Netflix Member Alert: We could not process your latest payment. Update billing details at http://kyc-urgent-support.info to avoid service cancellation.,Subscription Phishing,1,0.958,CRITICAL
Your monthly bank statement for account ending in 3289 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.189,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.223,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.245,LOW
Your monthly bank statement for account ending in 4967 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.169,LOW
Thanks for reaching out to customer support. Your ticket #82269 has been resolved. Please rate our service.,Legitimate Support,0,0.13,LOW
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.891,HIGH
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_246.",Crypto Investment Scam,1,0.785,CRITICAL
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-666-893-9094,Fake Job Offer,1,0.951,CRITICAL
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.068,LOW
HDFC Security: Unusual login from Germany. Confirm your identity now at http://secure-verify-auth2.xyz to prevent account freeze.,Banking Phishing,1,0.927,HIGH
Chase Security: Unusual login from United States. Confirm your identity now at http://kyc-urgent-support.info to prevent account freeze.,Banking Phishing,1,0.815,CRITICAL
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.086,LOW
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_621.",Crypto Investment Scam,1,0.841,CRITICAL
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_288.",Crypto Investment Scam,1,0.796,CRITICAL
URGENT: Your HSBC account has been suspended due to suspicious activity. Verify immediately at https://login-update-online-service.top to avoid permanent deactivation.,Banking Phishing,1,0.863,CRITICAL
Netflix Member Alert: We could not process your latest payment. Update billing details at https://bank-security-center.ru to avoid service cancellation.,Subscription Phishing,1,0.909,HIGH
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://claim-crypto-giveaway.net before expiration.",Lottery / Prize Fraud,1,0.96,CRITICAL
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.284,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.076,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at http://secure-verify-auth2.xyz to avoid service cancellation.,Subscription Phishing,1,0.956,HIGH
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 8002.,Legitimate Work,0,0.323,LOW
Your order #ORD-394940 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.177,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at http://claim-crypto-giveaway.net to avoid service cancellation.,Subscription Phishing,1,0.929,CRITICAL
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.158,LOW
URGENT: Your Citibank account has been suspended due to suspicious activity. Verify immediately at http://secure-verify-auth2.xyz to avoid permanent deactivation.,Banking Phishing,1,0.879,HIGH
"Congratulations! You've been whitelisted for the Exclusive Ripple Airdrop. Claim your free $5,000 token grant at http://usps-delivery-portal.cc.",Crypto Investment Scam,1,0.901,HIGH
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 3.89 ETH to 0x3c38ecb and start earning.,Crypto Investment Scam,1,0.908,HIGH
Your monthly bank statement for account ending in 8545 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.073,LOW
"Congratulations! You've been whitelisted for the Exclusive Bitcoin Airdrop. Claim your free $5,000 token grant at https://login-update-online-service.top.",Crypto Investment Scam,1,0.965,HIGH
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.168,LOW
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 8809.,Legitimate Work,0,0.193,LOW
Your order #ORD-237457 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.299,LOW
URGENT: Your Bank of America account has been suspended due to suspicious activity. Verify immediately at http://usps-delivery-portal.cc to avoid permanent deactivation.,Banking Phishing,1,0.969,CRITICAL
"Dear Customer, Your debit card ending in 7106 is locked. Click http://claim-crypto-giveaway.net to update KYC within 24 hours.",Banking Phishing,1,0.752,HIGH
Netflix Member Alert: We could not process your latest payment. Update billing details at http://claim-crypto-giveaway.net to avoid service cancellation.,Subscription Phishing,1,0.858,HIGH
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 4.47 ETH to 0x28b1ecd and start earning.,Crypto Investment Scam,1,0.819,CRITICAL
"Dear Customer, Your debit card ending in 8271 is locked. Click https://bank-security-center.ru to update KYC within 24 hours.",Banking Phishing,1,0.918,HIGH
Your order #ORD-109713 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.079,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://usps-delivery-portal.cc before expiration.",Lottery / Prize Fraud,1,0.907,CRITICAL
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.14,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.328,LOW
"WINNER! You have won the United Kingdom Mega Millions International Draw of $12,000,000! Call +1-813-997-6430 immediately with code WIN4525 to claim.",Lottery / Prize Fraud,1,0.843,CRITICAL
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://secure-verify-auth2.xyz to get started.,Fake Job Offer,1,0.771,HIGH
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://usps-delivery-portal.cc to get started.,Fake Job Offer,1,0.813,HIGH
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://kyc-urgent-support.info,Crypto Investment Scam,1,0.787,HIGH
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.075,LOW
Wells Fargo Security: Unusual login from United States. Confirm your identity now at http://claim-crypto-giveaway.net to prevent account freeze.,Banking Phishing,1,0.757,HIGH
"ALERT: An unauthorized transaction of $569 was attempted on your account. If this was not you, cancel it now at https://bank-security-center.ru.",Banking Phishing,1,0.867,CRITICAL
"Congratulations! You've been whitelisted for the Exclusive Ripple Airdrop. Claim your free $5,000 token grant at https://login-update-online-service.top.",Crypto Investment Scam,1,0.768,CRITICAL
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://claim-crypto-giveaway.net,Crypto Investment Scam,1,0.817,HIGH
Your order #ORD-804403 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.189,LOW
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at https://login-update-online-service.top.,Lottery / Prize Fraud,1,0.957,HIGH
Your verification code for Google is 486570. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.246,LOW
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-918-946-8638,Fake Job Offer,1,0.918,CRITICAL
URGENT: Your HDFC account has been suspended due to suspicious activity. Verify immediately at http://claim-crypto-giveaway.net to avoid permanent deactivation.,Banking Phishing,1,0.853,CRITICAL
Your monthly bank statement for account ending in 3732 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.337,LOW
"Dear Customer, Your debit card ending in 9351 is locked. Click http://secure-verify-auth2.xyz to update KYC within 24 hours.",Banking Phishing,1,0.927,HIGH
"WINNER! You have won the United Kingdom Mega Millions International Draw of $11,000,000! Call +1-409-156-9140 immediately with code WIN2836 to claim.",Lottery / Prize Fraud,1,0.751,CRITICAL
Netflix Member Alert: We could not process your latest payment. Update billing details at http://claim-crypto-giveaway.net to avoid service cancellation.,Subscription Phishing,1,0.784,HIGH
Netflix Member Alert: We could not process your latest payment. Update billing details at http://kyc-urgent-support.info to avoid service cancellation.,Subscription Phishing,1,0.847,CRITICAL
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_398 for instant onboarding.,Fake Job Offer,1,0.776,CRITICAL
Thanks for reaching out to customer support. Your ticket #38738 has been resolved. Please rate our service.,Legitimate Support,0,0.144,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.163,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.129,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.256,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.088,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.261,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.061,LOW
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://secure-verify-auth2.xyz to get started.,Fake Job Offer,1,0.774,HIGH
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_574.",Crypto Investment Scam,1,0.816,CRITICAL
Package Delivery Failed: USPS tracking #US57765058P is held at terminal due to unpaid duty fees of $2.30. Pay at https://bank-security-center.ru.,Delivery Phishing,1,0.96,CRITICAL
Your verification code for Google is 486133. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.247,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.294,LOW
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_515.",Crypto Investment Scam,1,0.774,HIGH
State Bank Security: Unusual login from United States. Confirm your identity now at http://kyc-urgent-support.info to prevent account freeze.,Banking Phishing,1,0.966,HIGH
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-276-791-6512,Fake Job Offer,1,0.813,HIGH
"Dear Customer, Your debit card ending in 9586 is locked. Click http://usps-delivery-portal.cc to update KYC within 24 hours.",Banking Phishing,1,0.93,CRITICAL
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.287,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://secure-verify-auth2.xyz before expiration.",Lottery / Prize Fraud,1,0.832,HIGH
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.068,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.074,LOW
Thanks for reaching out to customer support. Your ticket #75735 has been resolved. Please rate our service.,Legitimate Support,0,0.227,LOW
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://secure-verify-auth2.xyz,Crypto Investment Scam,1,0.939,HIGH
"Dear Customer, Your debit card ending in 9168 is locked. Click http://secure-verify-auth2.xyz to update KYC within 24 hours.",Banking Phishing,1,0.758,CRITICAL
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.18,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.317,LOW
Your monthly bank statement for account ending in 5689 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.07,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.17,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 2.27 ETH to 0x3c5ce8f and start earning.,Crypto Investment Scam,1,0.762,CRITICAL
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 9509.,Legitimate Work,0,0.286,LOW
"Dear Customer, Your debit card ending in 4097 is locked. Click https://login-update-online-service.top to update KYC within 24 hours.",Banking Phishing,1,0.768,HIGH
Your order #ORD-579321 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.062,LOW
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-542-244-1651,Fake Job Offer,1,0.818,CRITICAL
Your order #ORD-143254 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.29,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.107,LOW
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_695.",Crypto Investment Scam,1,0.885,CRITICAL
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.298,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 3.8 ETH to 0x59566e8 and start earning.,Crypto Investment Scam,1,0.889,HIGH
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at https://login-update-online-service.top.,Lottery / Prize Fraud,1,0.775,CRITICAL
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.141,LOW
Your monthly bank statement for account ending in 4106 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.096,LOW
Package Delivery Failed: USPS tracking #US32006622P is held at terminal due to unpaid duty fees of $2.30. Pay at http://kyc-urgent-support.info.,Delivery Phishing,1,0.922,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.186,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.295,LOW
Your monthly bank statement for account ending in 9514 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.256,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.295,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.135,LOW
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at https://login-update-online-service.top to get started.,Fake Job Offer,1,0.772,HIGH
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.083,LOW
"ALERT: An unauthorized transaction of $5126 was attempted on your account. If this was not you, cancel it now at http://kyc-urgent-support.info.",Banking Phishing,1,0.892,HIGH
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.093,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.095,LOW
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.753,CRITICAL
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_155 for instant onboarding.,Fake Job Offer,1,0.903,CRITICAL
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.089,LOW
Thanks for reaching out to customer support. Your ticket #29510 has been resolved. Please rate our service.,Legitimate Support,0,0.069,LOW
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://claim-crypto-giveaway.net,Crypto Investment Scam,1,0.907,HIGH
"WINNER! You have won the Germany Mega Millions International Draw of $13,000,000! Call +1-980-761-9283 immediately with code WIN6067 to claim.",Lottery / Prize Fraud,1,0.811,CRITICAL
Your monthly bank statement for account ending in 3580 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.065,LOW
"Dear Customer, Your debit card ending in 7837 is locked. Click http://claim-crypto-giveaway.net to update KYC within 24 hours.",Banking Phishing,1,0.757,HIGH
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 3.45 ETH to 0x33e3f46 and start earning.,Crypto Investment Scam,1,0.956,CRITICAL
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.151,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-424-544-4193 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.829,HIGH
Package Delivery Failed: USPS tracking #US43863894P is held at terminal due to unpaid duty fees of $2.30. Pay at https://login-update-online-service.top.,Delivery Phishing,1,0.981,CRITICAL
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at https://bank-security-center.ru before expiration.",Lottery / Prize Fraud,1,0.893,HIGH
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_999.",Crypto Investment Scam,1,0.893,CRITICAL
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.204,LOW
Your monthly bank statement for account ending in 5180 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.179,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at http://usps-delivery-portal.cc to avoid service cancellation.,Subscription Phishing,1,0.845,HIGH
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://usps-delivery-portal.cc before expiration.",Lottery / Prize Fraud,1,0.754,CRITICAL
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.086,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-783-322-5776 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.981,CRITICAL
URGENT: Your HSBC account has been suspended due to suspicious activity. Verify immediately at http://kyc-urgent-support.info to avoid permanent deactivation.,Banking Phishing,1,0.761,HIGH
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.08,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-379-533-9292 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.958,CRITICAL
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at https://login-update-online-service.top.,Lottery / Prize Fraud,1,0.887,CRITICAL
Netflix Member Alert: We could not process your latest payment. Update billing details at https://bank-security-center.ru to avoid service cancellation.,Subscription Phishing,1,0.943,HIGH
"Dear Customer, Your debit card ending in 6626 is locked. Click http://claim-crypto-giveaway.net to update KYC within 24 hours.",Banking Phishing,1,0.787,HIGH
HSBC Security: Unusual login from Germany. Confirm your identity now at https://bank-security-center.ru to prevent account freeze.,Banking Phishing,1,0.987,HIGH
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 4595.,Legitimate Work,0,0.239,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.052,LOW
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_539.",Crypto Investment Scam,1,0.975,HIGH
Thanks for reaching out to customer support. Your ticket #98927 has been resolved. Please rate our service.,Legitimate Support,0,0.175,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at http://secure-verify-auth2.xyz to avoid service cancellation.,Subscription Phishing,1,0.989,CRITICAL
Your order #ORD-560429 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.278,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.075,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.219,LOW
Your order #ORD-805917 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.057,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.311,LOW
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at https://login-update-online-service.top.,Lottery / Prize Fraud,1,0.897,CRITICAL
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_837 for instant onboarding.,Fake Job Offer,1,0.767,CRITICAL
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-680-456-5248 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.99,CRITICAL
Package Delivery Failed: USPS tracking #US93939944P is held at terminal due to unpaid duty fees of $2.30. Pay at http://usps-delivery-portal.cc.,Delivery Phishing,1,0.803,CRITICAL
Your verification code for Microsoft is 752682. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.16,LOW
Your verification code for Microsoft is 682803. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.124,LOW
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://secure-verify-auth2.xyz,Crypto Investment Scam,1,0.897,HIGH
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_892.",Crypto Investment Scam,1,0.827,CRITICAL
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_801.",Crypto Investment Scam,1,0.921,CRITICAL
Package Delivery Failed: USPS tracking #US71063549P is held at terminal due to unpaid duty fees of $2.30. Pay at https://login-update-online-service.top.,Delivery Phishing,1,0.856,HIGH
Your monthly bank statement for account ending in 2660 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.29,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.175,LOW
"WINNER! You have won the Germany Mega Millions International Draw of $2,000,000! Call +1-257-938-1985 immediately with code WIN6261 to claim.",Lottery / Prize Fraud,1,0.836,HIGH
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://claim-crypto-giveaway.net before expiration.",Lottery / Prize Fraud,1,0.865,CRITICAL
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://secure-verify-auth2.xyz before expiration.",Lottery / Prize Fraud,1,0.981,HIGH
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at http://usps-delivery-portal.cc.,Lottery / Prize Fraud,1,0.91,CRITICAL
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-586-185-8636,Fake Job Offer,1,0.813,CRITICAL
Your order #ORD-429414 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.067,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-369-254-5220 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.825,HIGH
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.223,LOW
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 9267.,Legitimate Work,0,0.099,LOW
Thanks for reaching out to customer support. Your ticket #77886 has been resolved. Please rate our service.,Legitimate Support,0,0.059,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.261,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-806-891-9870 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.867,CRITICAL
Netflix Member Alert: We could not process your latest payment. Update billing details at https://login-update-online-service.top to avoid service cancellation.,Subscription Phishing,1,0.898,CRITICAL
"WINNER! You have won the United States Mega Millions International Draw of $3,000,000! Call +1-296-418-2425 immediately with code WIN2430 to claim.",Lottery / Prize Fraud,1,0.89,CRITICAL
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://secure-verify-auth2.xyz to get started.,Fake Job Offer,1,0.778,HIGH
Your monthly bank statement for account ending in 9015 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.131,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.254,LOW
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.242,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.143,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at http://claim-crypto-giveaway.net to avoid service cancellation.,Subscription Phishing,1,0.79,HIGH
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.323,LOW
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.78,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.187,LOW
Your order #ORD-566388 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.307,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 4.99 ETH to 0x2d534b3 and start earning.,Crypto Investment Scam,1,0.965,CRITICAL
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.155,LOW
Your monthly bank statement for account ending in 6611 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.089,LOW
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_802 for instant onboarding.,Fake Job Offer,1,0.758,HIGH
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://secure-verify-auth2.xyz,Crypto Investment Scam,1,0.935,HIGH
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at http://kyc-urgent-support.info.,Lottery / Prize Fraud,1,0.846,HIGH
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.268,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.122,LOW
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.338,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 2.64 ETH to 0x2596b27 and start earning.,Crypto Investment Scam,1,0.974,CRITICAL
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://usps-delivery-portal.cc to get started.,Fake Job Offer,1,0.784,HIGH
Package Delivery Failed: USPS tracking #US92229970P is held at terminal due to unpaid duty fees of $2.30. Pay at http://usps-delivery-portal.cc.,Delivery Phishing,1,0.824,CRITICAL
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.965,HIGH
HDFC Security: Unusual login from Nigeria. Confirm your identity now at https://bank-security-center.ru to prevent account freeze.,Banking Phishing,1,0.976,CRITICAL
